"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","X","URN","Local.authority..code.","Local.authority..name.","Establishment.number","Establishment.name","Street","Locality","Address3","Town","County","Postcode","Type.of.establishment","Statutory.highest.age","Statutory.lowest.age","Boarders","Sixth.form","UKPRN","Phase.of.education","Gender","Religious.character","Religious.ethos","Admissions.policy","Website.address","Telephone.number","Headteacher","Establishment.status","Reason.establishment.opened","Opening.date","Parliamentary.Constituency..code.","Parliamentary.Constituency..name.","Region","gg_address","lon","lat"
"1063",1063,1063,1063,1063,1063,1063,1063,1063,102177,309,"Haringey",7005,"The Brook School","Adams Road","Tottenham","","London","","N17 6HW","Community Special School",11,4,"No Boarders","Not applicable",10015631,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","",2088087120,"Ms Margaret Sumner","Open","Not applicable","","E14001002","Tottenham","London","The Brook School, Adams Road, N17 6HW",-0.0813252,51.5958283
"1064",1064,1064,1064,1064,1064,1064,1064,1064,102178,309,"Haringey",7006,"Riverside School","White Hart Lane","Wood Green","","London","","N22 5QJ","Community Special School",16,11,"No Boarders","Not applicable",10016611,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","www.riverside.haringey.sch.uk",2088897814,"Mr Martin Doyle","Open","Not applicable","","E14000752","Hornsey and Wood Green","London","Riverside School, White Hart Lane, N22 5QJ",-0.1002461,51.6039197
"1065",1065,1065,1065,1065,1065,1065,1065,1065,102470,313,"Hounslow",2003,"Belmont Primary School","Belmont Road","Chiswick","","London","","W4 5UL","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.belmontprimaryschool.org.uk",2089947677,"Miss VM Coates","Open","Not applicable","","E14000593","Brentford and Isleworth","London","Belmont Primary School, Belmont Road, W4 5UL",-0.2629381,51.4933685
"1066",1066,1066,1066,1066,1066,1066,1066,1066,102472,313,"Hounslow",2007,"Cavendish Primary School","Edensor Road","Chiswick","","London","","W4 2RG","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","http://www.cavendishschool.org.uk/",2089946835,"Mr Gary Murrell","Open","Not applicable","","E14000593","Brentford and Isleworth","London","Cavendish Primary School, Edensor Road, W4 2RG",-0.2580841,51.4812646
"1067",1067,1067,1067,1067,1067,1067,1067,1067,102485,313,"Hounslow",2022,"Grove Park Primary School","Nightingale Close","Chiswick","","London","","W4 3JN","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.groveparkprimary.co.uk",2089947405,"Mr Darren Jones","Open","Not applicable","","E14000593","Brentford and Isleworth","London","Grove Park Primary School, Nightingale Close, W4 3JN",-0.2718136,51.4848736
"1068",1068,1068,1068,1068,1068,1068,1068,1068,102503,313,"Hounslow",2047,"Strand-on-the-Green Junior School","Thames Road","Chiswick","","London","","W4 3NX","Community School",11,7,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.strandjuniors.org.uk/",2089947847,"Ms R Woods","Open","Not applicable","","E14000593","Brentford and Isleworth","London","Strand-on-the-Green Junior School, Thames Road, W4 3NX",-0.2810897,51.4876227
"1069",1069,1069,1069,1069,1069,1069,1069,1069,102504,313,"Hounslow",2048,"Strand-on-the-Green Infant and Nursery School","Thames Road","Chiswick","","London","","W4 3NX","Community School",7,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.strandinfantandnursery.co.uk",2089947921,"Mrs Vanessa Townsend","Open","Not applicable","","E14000593","Brentford and Isleworth","London","Strand-on-the-Green Infant and Nursery School, Thames Road, W4 3NX",-0.2809613,51.4873419
"1070",1070,1070,1070,1070,1070,1070,1070,1070,102529,313,"Hounslow",3505,"St Mary's Catholic Primary School ,Chiswick","Duke Road","Chiswick","","London","","W4 2DF","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","",2089945606,"Mr Paul Campbell","Open","Not applicable","","E14000593","Brentford and Isleworth","London","St Mary's Catholic Primary School ,Chiswick, Duke Road, W4 2DF",-0.2574464,51.4880688
"1071",1071,1071,1071,1071,1071,1071,1071,1071,102547,313,"Hounslow",6051,"Chiswick and Bedford Park Preparatory School","Priory House","Priory Avenue","Bedford Park","London","","W4 1TX","Other Independent School",11,3,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Not collected","",2089941804,"Mrs C A Sunderland","Open","Not applicable","03/10/1957","E14000593","Brentford and Isleworth","London","Chiswick and Bedford Park Preparatory School, Priory House, W4 1TX",-0.2544179,51.4965633
"1072",1072,1072,1072,1072,1072,1072,1072,1072,102550,313,"Hounslow",6063,"International School of London","139 Gunnersbury Avenue","","","London","","W3 8LG","Other Independent School",18,3,"No Boarders","Has a sixth form",10016086,"Not applicable","Mixed","None","None","Non-selective","",2089925823,"Mr Andrew Mitchell","Open","Not applicable","26/10/1987","E14000593","Brentford and Isleworth","London","International School of London, 139 Gunnersbury Avenue, W3 8LG",-0.282987,51.495805
"1073",1073,1073,1073,1073,1073,1073,1073,1073,102551,313,"Hounslow",6064,"Arts Educational School","14 Bath Road","Turnham Green Park","Chiswick","London","","W4 1LY","Other Independent School",18,11,"No Boarders","Has a sixth form",10000381,"Not applicable","Mixed","None","None","Not collected","",2089876600,"Mr A Blake","Open","Not applicable","10/10/1958","E14000593","Brentford and Isleworth","London","Arts Educational School, 14 Bath Road, W4 1LY",-0.2530774,51.4960719
"1074",1074,1074,1074,1074,1074,1074,1074,1074,102573,314,"Kingston upon Thames",2020,"Robin Hood Primary School","Bowness Crescent","Kingston Vale","","London","","SW15 3QL","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","http://www.robinhood.kingston.sch.uk/",2085467388,"Mr P K Boulton","Open","Not applicable","","E14000896","Richmond Park","London","Robin Hood Primary School, Bowness Crescent, SW15 3QL",-0.2604353,51.428839
"1075",1075,1075,1075,1075,1075,1075,1075,1075,102628,315,"Merton",2055,"Dundonald Primary School","Dundonald Road","","","London","","SW19 3QH","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.dundonald.merton.sch.uk",2087151188,"Mrs Fiona Duffy","Open","Not applicable","","E14001040","Wimbledon","London","Dundonald Primary School, Dundonald Road, SW19 3QH",-0.2100973,51.4161141
"1076",1076,1076,1076,1076,1076,1076,1076,1076,102633,315,"Merton",2061,"Hollymount School","Cambridge Road","Raynes Park","","London","","SW20 0SQ","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.hollymount.org/",2089460454,"Mrs Philippa Jackson","Open","Not applicable","","E14001040","Wimbledon","London","Hollymount School, Cambridge Road, SW20 0SQ",-0.2302504,51.4139233
"1077",1077,1077,1077,1077,1077,1077,1077,1077,102634,315,"Merton",2062,"Joseph Hood Primary School","Whatley Avenue","Raynes Park","","London","","SW20 9NS","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.josephhood.merton.sch.uk/",2085422471,"Ms Anita Saville","Open","Not applicable","","E14001040","Wimbledon","London","Joseph Hood Primary School, Whatley Avenue, SW20 9NS",-0.2152009,51.4066769
"1078",1078,1078,1078,1078,1078,1078,1078,1078,102635,315,"Merton",2063,"Links Primary School","Frinton Road","","","London","","SW17 9EH","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.links.merton.sch.uk",2087694587,"Mrs Susan Taylor","Open","Not applicable","","E14000823","Mitcham and Morden","London","Links Primary School, Frinton Road, SW17 9EH",-0.1556105,51.420006
"1079",1079,1079,1079,1079,1079,1079,1079,1079,102638,315,"Merton",2066,"Merton Abbey Primary School","High Path","Merton","","London","","SW19 2JY","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.mertonabbey.merton.sch.uk/",2085427129,"Mr Michael Bradley","Open","Not applicable","","E14001040","Wimbledon","London","Merton Abbey Primary School, High Path, SW19 2JY",-0.1908248,51.4133929
"1080",1080,1080,1080,1080,1080,1080,1080,1080,102639,315,"Merton",2067,"Merton Park Primary School","Church Lane","Merton Park","","London","","SW19 3HQ","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","",2085427128,"Mrs Kirsty Gooderick","Open","Not applicable","","E14001040","Wimbledon","London","Merton Park Primary School, Church Lane, SW19 3HQ",-0.2012704,51.4090574
"1081",1081,1081,1081,1081,1081,1081,1081,1081,102642,315,"Merton",2070,"Pelham Primary School","Southey Road","Wimbledon","","London","","SW19 1NU","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","http://www.pelham.merton.sch.uk",2085422005,"Ms Maria Keenan","Open","Not applicable","","E14001040","Wimbledon","London","Pelham Primary School, Southey Road, SW19 1NU",-0.1977909,51.4163975
"1082",1082,1082,1082,1082,1082,1082,1082,1082,102644,315,"Merton",2072,"Poplar Primary School","Poplar Road South","Merton Park","","London","","SW19 3JZ","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.poplar.merton.sch.uk",2085426989,"Mrs Katharine Davies","Open","Not applicable","","E14001040","Wimbledon","London","Poplar Primary School, Poplar Road South, SW19 3JZ",-0.2000356,51.4026847
"1083",1083,1083,1083,1083,1083,1083,1083,1083,102647,315,"Merton",2075,"Singlegate Primary School","South Gardens","Colliers Wood","","London","","SW19 2NT","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.swmf.org.uk/",2083958737,"Mrs Nathalie Bull","Open","Not applicable","","E14000823","Mitcham and Morden","London","Singlegate Primary School, South Gardens, SW19 2NT",-0.1760285,51.4174391
"1084",1084,1084,1084,1084,1084,1084,1084,1084,102648,315,"Merton",2076,"Wimbledon Park Primary School","Havana Road","","","London","","SW19 8EJ","Community School",11,3,"No Boarders","Does not have a sixth form",10061375,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.wimbledonpark.merton.sch.uk/",2089464925,"Mr Paul Lufkin","Open","Not applicable","","E14001040","Wimbledon","London","Wimbledon Park Primary School, Havana Road, SW19 8EJ",-0.195429,51.438123
"1085",1085,1085,1085,1085,1085,1085,1085,1085,102652,315,"Merton",2081,"West Wimbledon Primary School","Bodnant Gardens","West Barnes Lane","Raynes Park","London","","SW20 0BZ","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.raynespark.merton.sch.uk/",2089461620,"Mr Simon Harris","Open","Not applicable","","E14001040","Wimbledon","London","West Wimbledon Primary School, Bodnant Gardens, SW20 0BZ",-0.2367491,51.4060126
"1086",1086,1086,1086,1086,1086,1086,1086,1086,102660,315,"Merton",2089,"Stanford Primary School","Chilmark Road","Norbury","","London","","SW16 5HB","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.stanford.merton.sch.uk",2087643892,"Mr Paul Prest","Open","Not applicable","","E14000823","Mitcham and Morden","London","Stanford Primary School, Chilmark Road, SW16 5HB",-0.1346678,51.4096394
"1087",1087,1087,1087,1087,1087,1087,1087,1087,102662,315,"Merton",2091,"Wimbledon Chase Primary School","Merton Hall Road","","","London","","SW19 3QB","Community School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.wimbledonchaseschool.co.uk/",2085421413,"Mrs Susan Tomes","Open","Not applicable","","E14001040","Wimbledon","London","Wimbledon Chase Primary School, Merton Hall Road, SW19 3QB",-0.212758,51.4128041
"1088",1088,1088,1088,1088,1088,1088,1088,1088,102663,315,"Merton",3300,"All Saints' CofE Primary School","3-19 Hanover Road","","","London","","SW19 1EB","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","",2085403004," Andrew Park","Open","Not applicable","","E14001040","Wimbledon","London","All Saints' CofE Primary School, 3-19 Hanover Road, SW19 1EB",-0.1875351,51.4183234
"1089",1089,1089,1089,1089,1089,1089,1089,1089,102664,315,"Merton",3302,"St Matthew's CofE Primary School","Cottenham Park Road","","","London","","SW20 0SX","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",10040026,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.st-matthews.merton.sch.uk",2089477227,"Mr Gary Quinn","Open","Not applicable","","E14001040","Wimbledon","London","St Matthew's CofE Primary School, Cottenham Park Road, SW20 0SX",-0.2439862,51.4146712
"1090",1090,1090,1090,1090,1090,1090,1090,1090,102665,315,"Merton",3303,"Holy Trinity CofE Primary School","Effra Road","Wimbledon","","London","","SW19 8PW","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","http://www.holytrinity.merton.sch.uk",2085421591,"Mrs Ysanne Rickards","Open","Not applicable","","E14001040","Wimbledon","London","Holy Trinity CofE Primary School, Effra Road, SW19 8PW",-0.195618,51.4224037
"1091",1091,1091,1091,1091,1091,1091,1091,1091,102666,315,"Merton",3304,"Bishop Gilpin CofE Primary School","Lake Road","Wimbledon","","London","","SW19 7EP","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","www.bishopgilpin.org",2089466666,"Mr Matt Ball","Open","Not applicable","","E14001040","Wimbledon","London","Bishop Gilpin CofE Primary School, Lake Road, SW19 7EP",-0.2067337,51.4272713
"1092",1092,1092,1092,1092,1092,1092,1092,1092,102670,315,"Merton",3503,"St Mary's Catholic Primary School","Russell Road","Wimbledon","","London","","SW19 1QL","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.st-marys.merton.sch.uk",2085424580,"Mrs Sarah Norville","Open","Not applicable","","E14001040","Wimbledon","London","St Mary's Catholic Primary School, Russell Road, SW19 1QL",-0.2010151,51.4184423
"1093",1093,1093,1093,1093,1093,1093,1093,1093,102671,315,"Merton",3505,"St John Fisher RC Primary School","Grand Drive","","","London","","SW20 9NA","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Roman Catholic","Does not apply","Not applicable","www.st-johnfisher.merton.sch.uk/",2085402637,"Miss Janine Kenna","Open","Not applicable","","E14001040","Wimbledon","London","St John Fisher RC Primary School, Grand Drive, SW20 9NA",-0.2258715,51.3943619
"1094",1094,1094,1094,1094,1094,1094,1094,1094,102672,315,"Merton",3506,"The Priory CofE School","Queen's Road","Wimbledon","","London","","SW19 8LX","Voluntary Aided School",11,3,"No Boarders","Does not have a sixth form",NA,"Primary","Mixed","Church of England","Does not apply","Not applicable","",2085408059,"Ms Jane White","Open","Not applicable","","E14001040","Wimbledon","London","The Priory CofE School, Queen's Road, SW19 8LX",-0.1934027,51.4249015
